博弈论,https://www.icourse163.org/course/PKU-1470430188
量表开发基础理论与分析实战,https://www.icourse163.org/course/PKU-1470416177
人类的性、生育与健康（三宝课）,https://www.icourse163.org/course/PKU-1470434178
儿科护理学（二）,https://www.icourse163.org/course/PKU-1470423181
经典昆曲欣赏,https://www.icourse163.org/course/PKU-1470426173
数学物理方法（三）――解析函数的应用,https://www.icourse163.org/course/PKU-1469691217
骨骼肌肉系统再生医学,https://www.icourse163.org/course/PKU-1465995174
牙体解剖与口腔生理学,https://www.icourse163.org/course/PKU-1466022167
算法初步,https://www.icourse163.org/course/PKU-1466016167
女性健康与管理,https://www.icourse163.org/course/PKU-1465998168
妇幼保健学,https://www.icourse163.org/course/PKU-1465986163
口腔正畸学,https://www.icourse163.org/course/PKU-1464021174
推荐系统,https://www.icourse163.org/course/PKU-1464038187
英语阅读,https://www.icourse163.org/course/PKU-1462118161
西班牙语语音,https://www.icourse163.org/course/PKU-1461797174
意大利语语音,https://www.icourse163.org/course/PKU-1461815177
基础俄语Ⅲ,https://www.icourse163.org/course/PKU-1461795174
医学与文学,https://www.icourse163.org/course/PKU-1461784179
社区护理学,https://www.icourse163.org/course/PKU-1461515171
护理教育学,https://www.icourse163.org/course/PKU-1461545164
医学的社会文化史,https://www.icourse163.org/course/FUDAN-1470843180
儿童传染与感染性疾病,https://www.icourse163.org/course/FUDAN-1470427194
循证护理,https://www.icourse163.org/course/FUDAN-1470439173
循证医学,https://www.icourse163.org/course/FUDAN-1465951171
现代医院后勤管理,https://www.icourse163.org/course/FUDAN-1465924168
法律与社会,https://www.icourse163.org/course/FUDAN-1465947169
国际税收,https://www.icourse163.org/course/FUDAN-1464029181
妇产科学,https://www.icourse163.org/course/FUDAN-1464042189
经济与社会,https://www.icourse163.org/course/FUDAN-1464051176
应用统计学,https://www.icourse163.org/course/FUDAN-1463121163
音频音乐与计算机的交融-音频音乐技术,https://www.icourse163.org/course/FUDAN-1462119161
身边的基因科学,https://www.icourse163.org/course/FUDAN-1462057166
现代医院管理学理论,https://www.icourse163.org/course/FUDAN-1461792181
政治学原理,https://www.icourse163.org/course/FUDAN-1461787179
护理科研,https://www.icourse163.org/course/FUDAN-1461792180
医学统计学,https://www.icourse163.org/course/FUDAN-1461782178
药物化学,https://www.icourse163.org/course/FUDAN-1460812162
景观生态学,https://www.icourse163.org/course/FUDAN-1460614162
半导体器件基础,https://www.icourse163.org/course/FUDAN-1460413161
中国特色社会主义理论与实践研究,https://www.icourse163.org/course/FUDAN-1458408165
法国语言文化进阶,https://www.icourse163.org/course/SJTU-1470424179
影视声音创作与数字技术,https://www.icourse163.org/course/SJTU-1470427179
人机工程学,https://www.icourse163.org/course/SJTU-1470439170
图形创意设计,https://www.icourse163.org/course/SJTU-1464124177
健康体适能,https://www.icourse163.org/course/SJTU-1464104175
血液系统整合课程,https://www.icourse163.org/course/SJTU-1463200162
两相流动与传热,https://www.icourse163.org/course/SJTU-1463186164
骨关节系统,https://www.icourse163.org/course/SJTU-1463186163
Chinese Competition Law,https://www.icourse163.org/course/SJTU-1463202164
质量管理学,https://www.icourse163.org/course/SJTU-1462112162
英语读写进阶,https://www.icourse163.org/course/SJTU-1462051165
法语及英语词汇中的文化,https://www.icourse163.org/course/SJTU-1461521166
自动控制原理,https://www.icourse163.org/course/SJTU-1461107170
汉语写作进阶,https://www.icourse163.org/course/SJTU-1461115172
大学物理―力学,https://www.icourse163.org/course/SJTU-1449794172
大学物理―电磁学,https://www.icourse163.org/course/SJTU-1449792175
大学物理―热学,https://www.icourse163.org/course/SJTU-1449785173
设计与制造I(原：现代机械工程图学),https://www.icourse163.org/course/SJTU-1206702851
文化市场营销,https://www.icourse163.org/course/SJTU-1449780172
生物医学工程研究的伦理及学术道德,https://www.icourse163.org/course/SJTU-1449813167
电子文件管理,https://www.icourse163.org/course/RUC-1470424189
会计学,https://www.icourse163.org/course/RUC-1470421182
大学英语写作（三）：学术英语写作,https://www.icourse163.org/course/RUC-1464062168
金融数学,https://www.icourse163.org/course/RUC-1463188162
全面依法治国新征程,https://www.icourse163.org/course/RUC-1463195161
信息分析,https://www.icourse163.org/course/RUC-1450048177
传播理论,https://www.icourse163.org/course/RUC-1449339163
大学英语写作（二）：说明文、议论文,https://www.icourse163.org/course/RUC-1206313801
大学英语写作（一）：记叙文、描写文、应用文,https://www.icourse163.org/course/RUC-1206303804
线性代数,https://www.icourse163.org/course/RUC-1206307802
数据库系统概论（新技术篇）,https://www.icourse163.org/course/RUC-1001965017
数据库系统概论（高级篇）,https://www.icourse163.org/course/RUC-1001655006
数据库系统概论（基础篇）,https://www.icourse163.org/course/RUC-488001
老年护理,https://www.icourse163.org/course/WHU-1470408196
全科医学概论,https://www.icourse163.org/course/WHU-1470408192
Experiments in Analytical Chemistry,https://www.icourse163.org/course/WHU-1465993164
中国语言文字与文化,https://www.icourse163.org/course/WHU-1466007163
医学生理学实验,https://www.icourse163.org/course/WHU-1465994162
遥感原理与应用,https://www.icourse163.org/course/WHU-1466005163
信息计量学,https://www.icourse163.org/course/WHU-1465998163
外科学总论实验,https://www.icourse163.org/course/WHU-1465995166
临床儿科学,https://www.icourse163.org/course/WHU-1466009161
口腔颌面外科学,https://www.icourse163.org/course/WHU-1466003163
核医学,https://www.icourse163.org/course/WHU-1466007162
电力系统继电保护,https://www.icourse163.org/course/WHU-1466004162
大学物理-热学、电学,https://www.icourse163.org/course/WHU-1466004161
出版学基础,https://www.icourse163.org/course/WHU-1466003162
大地测量学基础,https://www.icourse163.org/course/WHU-1464124180
地球科学概论,https://www.icourse163.org/course/WHU-1464100169
损伤与反应,https://www.icourse163.org/course/WHU-1464096180
档案学基础,https://www.icourse163.org/course/WHU-1464108175
印刷材料,https://www.icourse163.org/course/WHU-1464102178
大学生物学（通识版）,https://www.icourse163.org/course/WHU-1463330168
恢复生态学,https://www.icourse163.org/course/SYSU-1470430189
运动损伤诊疗,https://www.icourse163.org/course/SYSU-1470420184
临床研究方法学,https://www.icourse163.org/course/SYSU-1470436187
临床变态反应学,https://www.icourse163.org/course/SYSU-1470413183
癌症的预防与筛查,https://www.icourse163.org/course/SYSU-1470423187
工匠书缘：古籍的修复与文化传承,https://www.icourse163.org/course/SYSU-1470423178
收益管理,https://www.icourse163.org/course/SYSU-1466017175
环境土壤学,https://www.icourse163.org/course/SYSU-1465996185
给排水管网工程,https://www.icourse163.org/course/SYSU-1465994175
人工智能原理与实践,https://www.icourse163.org/course/SYSU-1463217175
Haskell函数程序设计基础,https://www.icourse163.org/course/SYSU-1463192161
海洋生态学,https://www.icourse163.org/course/SYSU-1463191161
计算机辅助设计与绘图(AutoCAD和Creo),https://www.icourse163.org/course/SYSU-1463190162
体育赛事管理与推广,https://www.icourse163.org/course/SYSU-1463182164
外科护理学,https://www.icourse163.org/course/SYSU-1463190161
有机化学,https://www.icourse163.org/course/SYSU-1463187162
流行病学,https://www.icourse163.org/course/SYSU-1462085161
儿少卫生学,https://www.icourse163.org/course/SYSU-1461818168
网球技术与实战教程,https://www.icourse163.org/course/SYSU-1461109163
旅游地理学,https://www.icourse163.org/course/SYSU-1461121165
内分泌代谢病（案例篇）,https://www.icourse163.org/course/NJU-1471162178
医学影像学,https://www.icourse163.org/course/NJU-1470921172
大学德语II,https://www.icourse163.org/course/NJU-1470842182
地下水动力学,https://www.icourse163.org/course/NJU-1470429181
专业学位硕士学位论文写作规范与方法,https://www.icourse163.org/course/NJU-1470438162
智能感知技术,https://www.icourse163.org/course/NJU-1469355161
生物学导论,https://www.icourse163.org/course/NJU-1469213163
C程序设计训练,https://www.icourse163.org/course/NJU-1468673161
The Organization of Information（信息组织）,https://www.icourse163.org/course/NJU-1468594162
英语测试高分策略,https://www.icourse163.org/course/NJU-1468490162
环境微生物学,https://www.icourse163.org/course/NJU-1468503164
地下水动力学,https://www.icourse163.org/course/NJU-1468492164
从天下到世界:近代中国的历程,https://www.icourse163.org/course/NJU-1468488162
人机交互与用户体验设计,https://www.icourse163.org/course/NJU-1466990164
Experiments in Biochemistry（生物化学实验）,https://www.icourse163.org/course/NJU-1466404161
大学德语I,https://www.icourse163.org/course/NJU-1466098254
金融风险管理,https://www.icourse163.org/course/NJU-1466073227
最优化理论与方法,https://www.icourse163.org/course/NJU-1465971171
Java Based Object-oriented Programming Paradigm,https://www.icourse163.org/course/NJU-1465578174
数字人文创新思维与方法,https://www.icourse163.org/course/NJU-1465603161
新大学法语3,https://www.icourse163.org/course/SDU-1470422178
汉语词汇与词汇教学,https://www.icourse163.org/course/SDU-1466021166
文化展示设计,https://www.icourse163.org/course/SDU-1466003161
数智时代的商业变革,https://www.icourse163.org/course/SDU-1466002161
量子科技,https://www.icourse163.org/course/SDU-1465995163
设计构成方法――不枯竭的创意从何而来,https://www.icourse163.org/course/SDU-1465995162
新大学法语2（下）,https://www.icourse163.org/course/SDU-1464374168
新大学法语2（上）,https://www.icourse163.org/course/SDU-1464389164
全国大学生数学竞赛提高课程,https://www.icourse163.org/course/SDU-1464113169
传感器原理与应用,https://www.icourse163.org/course/SDU-1464124173
经典英文作品欣赏,https://www.icourse163.org/course/SDU-1464102174
山东大学通识课精品展播（第四季）,https://www.icourse163.org/course/SDU-1464120171
小儿急诊医学,https://www.icourse163.org/course/SDU-1464104172
走近老舍,https://www.icourse163.org/course/SDU-1463188165
人力资源管理,https://www.icourse163.org/course/SDU-1463177165
汉语语法与语法教学,https://www.icourse163.org/course/SDU-1463186162
管理学,https://www.icourse163.org/course/SDU-1463189164
新大学法语1（下）,https://www.icourse163.org/course/SDU-1462482205
妇幼保健学,https://www.icourse163.org/course/SDU-1462097162
乐领风骚――《诗经》与楚辞中的音乐,https://www.icourse163.org/course/SDU-1462101165
传播学原理,https://www.icourse163.org/course/HUST-1470417185
放射诊断学,https://www.icourse163.org/course/HUST-1465865178
内科学,https://www.icourse163.org/course/HUST-1465832170
界面设计,https://www.icourse163.org/course/HUST-1465839175
循环系统疾病 （整合课程 ）,https://www.icourse163.org/course/HUST-1465868169
定量生理学,https://www.icourse163.org/course/HUST-1465864178
船舶动力装置原理与设计,https://www.icourse163.org/course/HUST-1464111162
机电传动控制,https://www.icourse163.org/course/HUST-1463155164
物理诊断学,https://www.icourse163.org/course/HUST-1461813176
外科手术学,https://www.icourse163.org/course/HUST-1461807177
计算机通信与网络,https://www.icourse163.org/course/HUST-1460870162
搜索引擎技术基础,https://www.icourse163.org/course/HUST-1460758162
大学体育（二）,https://www.icourse163.org/course/HUST-1450829165
工程材料学,https://www.icourse163.org/course/HUST-1450326327
数据库系统原理,https://www.icourse163.org/course/HUST-1449788170
CPA财务管理,https://www.icourse163.org/course/HUST-1449808166
医学影像学,https://www.icourse163.org/course/HUST-1449269161
核医学,https://www.icourse163.org/course/HUST-1449268161
工程传热学,https://www.icourse163.org/course/HUST-1449267161
大学物理―热学、振动与波、光学、量子物理,https://www.icourse163.org/course/HUST-1207533802
数字电子技术基础,https://www.icourse163.org/course/XJTU-1470435182
微积分精讲（上）,https://www.icourse163.org/course/XJTU-1466013176
颅脑创伤―诊断与康复,https://www.icourse163.org/course/XJTU-1464128167
胰腺疾病,https://www.icourse163.org/course/XJTU-1463176168
电介质物理,https://www.icourse163.org/course/XJTU-1463199167
妇科疾病与预防,https://www.icourse163.org/course/XJTU-1462071162
内科学（消化系统疾病）,https://www.icourse163.org/course/XJTU-1462055163
分析化学与社会发展,https://www.icourse163.org/course/XJTU-1462058165
妇产科案例分析与情景模拟,https://www.icourse163.org/course/XJTU-1462064164
血液系统疾病,https://www.icourse163.org/course/XJTU-1462060167
药事管理学,https://www.icourse163.org/course/XJTU-1461784183
环境工程设计与管理,https://www.icourse163.org/course/XJTU-1461818174
热流体课程实验,https://www.icourse163.org/course/XJTU-1461620162
结核病预防与治疗,https://www.icourse163.org/course/XJTU-1461554165
社会福利,https://www.icourse163.org/course/XJTU-1461548164
国际市场营销学,https://www.icourse163.org/course/XJTU-1461575162
中西文化比较,https://www.icourse163.org/course/XJTU-1461550165
临床技能与培训,https://www.icourse163.org/course/XJTU-1461578162
跨境电子商务,https://www.icourse163.org/course/XJTU-1461114168
中外建筑艺术与欣赏,https://www.icourse163.org/course/XJTU-1460580161
问天寻梦-航天科技与星际探索,https://www.icourse163.org/course/SCU-1470408194
古代汉语,https://www.icourse163.org/course/SCU-1468068164
医疗口译（初级）,https://www.icourse163.org/course/SCU-1466001167
实用英语写作实践与语言运用,https://www.icourse163.org/course/SCU-1465995173
人体寄生虫学,https://www.icourse163.org/course/SCU-1466011164
妇幼健康医学,https://www.icourse163.org/course/SCU-1466008171
Latest Developments in Comparative Literature,https://www.icourse163.org/course/SCU-1466008170
法医临床学,https://www.icourse163.org/course/SCU-1464111177
分娩管理,https://www.icourse163.org/course/SCU-1463235169
出生缺陷的产前筛查及产前诊断,https://www.icourse163.org/course/SCU-1463228172
信息服务设计与运营,https://www.icourse163.org/course/SCU-1463191165
唐代文学,https://www.icourse163.org/course/SCU-1463189166
人之初――新生宝宝实用课堂,https://www.icourse163.org/course/SCU-1463188167
母乳喂养,https://www.icourse163.org/course/SCU-1463195165
儿科常见症状的诊断与鉴别诊断,https://www.icourse163.org/course/SCU-1463202165
生命周期评价与应用,https://www.icourse163.org/course/SCU-1462177170
政治经济学,https://www.icourse163.org/course/SCU-1462166178
合同法,https://www.icourse163.org/course/SCU-1462112161
明清文学专题,https://www.icourse163.org/course/SCU-1461789174
食品卫生（食品污染与食物中毒）,https://www.icourse163.org/course/SCU-1461543169
电机学（下）,https://www.icourse163.org/course/SEU-1469785161
Diagnostic Radiology,https://www.icourse163.org/course/SEU-1469187162
Introduction to CAD & CAE计算机辅助设计与仿真,https://www.icourse163.org/course/SEU-1468837168
Fundamentals of Travel Behavior Analysis,https://www.icourse163.org/course/SEU-1468770213
信息隐藏与数字水印,https://www.icourse163.org/course/SEU-1468757162
弹性力学及有限元,https://www.icourse163.org/course/SEU-1468624164
大学体育射箭,https://www.icourse163.org/course/SEU-1468560167
药理学,https://www.icourse163.org/course/SEU-1468549164
思想道德与法治,https://www.icourse163.org/course/SEU-1468544164
生殖健康,https://www.icourse163.org/course/SEU-1468541165
Introduction of Information Communication Network,https://www.icourse163.org/course/SEU-1466078249
电机学(上),https://www.icourse163.org/course/SEU-1466079211
大学课堂中的教与学,https://www.icourse163.org/course/SEU-1466076186
Foundations of Solid Mechanics,https://www.icourse163.org/course/SEU-1465643161
商业数据分析,https://www.icourse163.org/course/SEU-1465425167
健康睡眠与幸福人生,https://www.icourse163.org/course/SEU-1465071170
环境工程微生物学,https://www.icourse163.org/course/SEU-1465011162
Civil engineering materials,https://www.icourse163.org/course/SEU-1464854166
创新的旅程,https://www.icourse163.org/course/SEU-1464623179
Road Survey and Design,https://www.icourse163.org/course/SEU-1464384166
临床诊断学,https://www.icourse163.org/course/CSU-1470431175
隧道力学,https://www.icourse163.org/course/CSU-1466022173
系统解剖学,https://www.icourse163.org/course/CSU-1465995182
计算社会科学,https://www.icourse163.org/course/CSU-1466004186
重症医学,https://www.icourse163.org/course/CSU-1465992175
微创妇科学,https://www.icourse163.org/course/CSU-1464124185
分子生物学实验,https://www.icourse163.org/course/CSU-1463180162
学术诚信与论文写作（医学专业适用）,https://www.icourse163.org/course/CSU-1461783173
老年护理学,https://www.icourse163.org/course/CSU-1457455170
高等学校师生新型冠状病毒肺炎防护指引,https://www.icourse163.org/course/CSU-1456107162
无机材料科学基础,https://www.icourse163.org/course/CSU-1455417172
实用英语写作,https://www.icourse163.org/course/CSU-1453146163
安全学原理,https://www.icourse163.org/course/CSU-1452096197
误差理论与测量平差基础,https://www.icourse163.org/course/CSU-1450057176
数据库技术与应用,https://www.icourse163.org/course/CSU-1450057174
精神病学,https://www.icourse163.org/course/CSU-1450059163
领导科学与领导力,https://www.icourse163.org/course/CSU-1449335163
工程测量,https://www.icourse163.org/course/CSU-1449352161
消化道微创外科学,https://www.icourse163.org/course/CSU-1449278161
中西文化对比与交流,https://www.icourse163.org/course/CSU-1207394812
电器理论基础,https://www.icourse163.org/course/HIT-1470418184
电路（上）难点与习题,https://www.icourse163.org/course/HIT-1470428178
无机化学-元素化学的奥秘,https://www.icourse163.org/course/HIT-1470436184
现代数字通信,https://www.icourse163.org/course/HIT-1470408188
精通学术英语词汇,https://www.icourse163.org/course/HIT-1466048161
EDA/SPOC综合设计与实践,https://www.icourse163.org/course/HIT-1466034162
微积分与工科专业,https://www.icourse163.org/course/HIT-1465832162
大学物理实验I,https://www.icourse163.org/course/HIT-1464062167
电子技术,https://www.icourse163.org/course/HIT-1464043182
材料物理性能,https://www.icourse163.org/course/HIT-1464026173
芭蕾形体,https://www.icourse163.org/course/HIT-1460916174
尚派形意拳-初级,https://www.icourse163.org/course/HIT-1456075164
英文期刊论文发表-通往国际学术舞台的阶梯,https://www.icourse163.org/course/HIT-1449775174
电工学实验,https://www.icourse163.org/course/HIT-1206326801
会计信息系统,https://www.icourse163.org/course/HIT-1449329161
项目管理与大学学习,https://www.icourse163.org/course/HIT-1449263162
金羽飞扬――世界冠军的羽毛球课堂,https://www.icourse163.org/course/HIT-1449263161
建筑师职业素养与领导力,https://www.icourse163.org/course/HIT-1449261161
热处理原理与工艺,https://www.icourse163.org/course/HIT-1207116821
工程流体力学,https://www.icourse163.org/course/HIT-1207108820
Web 安全,https://www.icourse163.org/course/BUAA-1470439174
Python深度学习及智能车竞赛实践,https://www.icourse163.org/course/BUAA-1470412177
材料力学,https://www.icourse163.org/course/BUAA-1465997168
网络安全,https://www.icourse163.org/course/BUAA-1466021165
高分子物理,https://www.icourse163.org/course/BUAA-1466015167
弹性力学,https://www.icourse163.org/course/BUAA-1464046178
飞机结构设计,https://www.icourse163.org/course/BUAA-1464040178
汽车构造（动力部分）,https://www.icourse163.org/course/BUAA-1463032161
汽车底盘构造,https://www.icourse163.org/course/BUAA-1463031161
空气动力学（下）,https://www.icourse163.org/course/BUAA-1462189161
材料力学研讨与进阶,https://www.icourse163.org/course/BUAA-1462095165
Explore the Materials――From an Atom to a Device（走进材料――从原子到器件）,https://www.icourse163.org/course/BUAA-1462113161
质量工程技术基础,https://www.icourse163.org/course/BUAA-1461112171
空气动力学(上）,https://www.icourse163.org/course/BUAA-1461126163
电路,https://www.icourse163.org/course/BUAA-1461118165
电子信息工程导论,https://www.icourse163.org/course/BUAA-1461104173
基础物理实验（2）,https://www.icourse163.org/course/BUAA-1461041161
基础物理实验（1）,https://www.icourse163.org/course/BUAA-1460902169
电气技术实践,https://www.icourse163.org/course/BUAA-1457425174
电子设计基础训练,https://www.icourse163.org/course/BUAA-1449947186
交通设计,https://www.icourse163.org/course/TONGJI-1470423177
人工智能的数学基础,https://www.icourse163.org/course/TONGJI-1470438170
Python程序设计及应用（下）,https://www.icourse163.org/course/TONGJI-1466097203
Python程序设计及应用（上）,https://www.icourse163.org/course/TONGJI-1466001161
呼吸病学,https://www.icourse163.org/course/TONGJI-1465999161
音乐艺术概论,https://www.icourse163.org/course/TONGJI-1465997161
零基础的住宅和城市设计,https://www.icourse163.org/course/TONGJI-1461518178
景观生态学,https://www.icourse163.org/course/TONGJI-1461542175
园林工程与管理技术,https://www.icourse163.org/course/TONGJI-1461543167
医用物理学,https://www.icourse163.org/course/TONGJI-1460453164
铺面工程,https://www.icourse163.org/course/TONGJI-1452151189
路基工程,https://www.icourse163.org/course/TONGJI-1452094202
解读中国经济发展的密码,https://www.icourse163.org/course/TONGJI-1449335162
城市轨道交通结构设计与施工,https://www.icourse163.org/course/TONGJI-1207540805
中外风景园林史,https://www.icourse163.org/course/TONGJI-1207490802
道路规划与几何设计,https://www.icourse163.org/course/TONGJI-1207484806
管理信息系统,https://www.icourse163.org/course/TONGJI-1207423805
工业废水污染防治,https://www.icourse163.org/course/TONGJI-1207113818
电子技术基础,https://www.icourse163.org/course/TONGJI-1207123821
面向对象程序设计,https://www.icourse163.org/course/TONGJI-1207069801
物理化学实验,https://www.icourse163.org/course/TJU-1470426172
实验室安全技术,https://www.icourse163.org/course/TJU-1470433177
化工生产虚拟仿真实习,https://www.icourse163.org/course/TJU-1464162162
固体废物处理与污染控制,https://www.icourse163.org/course/TJU-1461788181
分析化学实验（下）,https://www.icourse163.org/course/TJU-1460744165
分析化学实验（上）,https://www.icourse163.org/course/TJU-1460750163
分析化学,https://www.icourse163.org/course/TJU-1460752163
教育统计学,https://www.icourse163.org/course/TJU-1452134192
创新思维与创业实践,https://www.icourse163.org/course/TJU-1449785174
无机化学实验（下）,https://www.icourse163.org/course/TJU-1206703829
无机化学实验（上）,https://www.icourse163.org/course/TJU-1205725805
神经工程学,https://www.icourse163.org/course/TJU-1206431802
建筑遗产测绘实习,https://www.icourse163.org/course/TJU-1206313823
民法学,https://www.icourse163.org/course/TJU-1206144806
有机化学（下）,https://www.icourse163.org/course/TJU-1003116003
创业管理：创业者的十八般武艺,https://www.icourse163.org/course/TJU-1003545122
有机化学（上）,https://www.icourse163.org/course/TJU-1002875001
电磁学,https://www.icourse163.org/course/TJU-1205728804
信号分析与处理,https://www.icourse163.org/course/TJU-1003632006
大气污染控制,https://www.icourse163.org/course/TJU-1003543123
微积分II（全英）,https://www.icourse163.org/course/SCUT-1465841170
商务英语案例分析,https://www.icourse163.org/course/SCUT-1463141174
食品生物化学,https://www.icourse163.org/course/SCUT-1454670165
中国文学与文化,https://www.icourse163.org/course/SCUT-1449780171
混凝土结构理论,https://www.icourse163.org/course/SCUT-1449787166
大学公共体育,https://www.icourse163.org/course/SCUT-1449799168
韩语日常会话入门,https://www.icourse163.org/course/SCUT-1449591162
液晶显示技术,https://www.icourse163.org/course/SCUT-1449321163
材料力学,https://www.icourse163.org/course/SCUT-1207542808
1+1塑形健身舞蹈,https://www.icourse163.org/course/SCUT-1207465802
思想道德与法治,https://www.icourse163.org/course/SCUT-1207396801
趣读财务报表,https://www.icourse163.org/course/SCUT-1207167804
庄子寓言及其智慧,https://www.icourse163.org/course/SCUT-1206577808
机械设计,https://www.icourse163.org/course/SCUT-1206577807
酒店管理原理,https://www.icourse163.org/course/SCUT-1002916012
离散数学,https://www.icourse163.org/course/SCUT-1206350803
数学实验,https://www.icourse163.org/course/SCUT-1206300815
思维与逻辑学,https://www.icourse163.org/course/SCUT-1206145804
配送中心设计与管理,https://www.icourse163.org/course/SCUT-1206149802
大学美育,https://www.icourse163.org/course/SCUT-1002761026
教育心理学,https://www.icourse163.org/course/BNU-1470417183
创意写作的理论与实践,https://www.icourse163.org/course/BNU-1470429177
十三经导读,https://www.icourse163.org/course/BNU-1470430178
流域水环境学,https://www.icourse163.org/course/BNU-1466093201
认知神经科学常用技术及原理,https://www.icourse163.org/course/BNU-1466044163
